STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  260,20161224,  242,   50,   50,   70,    1,   30,    8,  150,    1,   79,   61,    9,   97,   21,   54,   12,   10,   13,  192,   17,   10,    5,   23,10233,10239,   10,10215,    1,   61,    3,   65,   20,    8,   83,   94,    3,   74,   11,    3
  260,20161225,  239,   61,   61,   70,   12,   50,    1,  140,   13,  104,   81,    1,  117,   23,   78,    6,    0,    0,   45,    9,    5,    2,    5,10220,10233,    1,10215,    5,   57,    7,   70,   15,    8,   88,   93,   14,   84,   23,    1
  260,20161226,  269,   52,   55,   70,    1,   40,    7,  160,    3,   83,   61,   20,  118,    3,   50,   24,   46,   60,  285,    7,   19,   18,    6,10275,10346,   24,10206,    4,   50,    6,   77,   12,    4,   73,   94,    6,   56,   13,    4
  260,20161227,  279,   26,   28,   50,    2,   20,    7,  100,    1,   66,   30,   24,   93,   13,    8,   24,   55,   71,  293,   18,   11,    6,    5,10410,10448,   22,10350,    1,   57,    4,   67,    5,    5,   85,   95,   23,   75,    1,    4
  260,20161228,  186,   13,   15,   20,    8,   10,    1,   40,    1,   10,  -31,   24,   43,    1,  -56,   24,    0,    0,  116,    0,    0,    0,    1,10445,10456,   11,10427,   24,    1,    2,   59,   19,    6,   98,  100,    3,   90,   19,    1
  260,20161229,  160,   15,   18,   30,   10,   10,    1,   50,   10,  -22,  -40,    3,   -8,   15,  -57,    6,    0,    0,  144,    0,   -1,   -1,   24,10399,10425,    2,10381,   23,    0,    5,    9,   14,    8,   99,  100,    5,   98,    1,    1
  260,20161230,  204,   19,   22,   40,   18,   10,    3,   60,   17,  -11,  -40,    5,   15,   23,  -40,    6,    6,    8,  169,    0,   -1,   -1,    1,10366,10378,    1,10346,   24,    2,    3,   33,   14,    8,   98,  100,   20,   96,   16,    2
  260,20161231,  199,   33,   34,   40,   13,   30,    1,   70,   13,   18,    8,    9,   33,   15,   10,   12,    0,    0,   83,    5,    2,    2,   24,10303,10342,    1,10242,   24,    1,   24,   16,   14,    8,   99,  100,    5,   98,   12,    1
  260,20170101,  208,   38,   39,   50,    9,   10,   23,   90,    9,    5,   -8,   15,   19,   24,   -7,   18,    0,    0,   56,   50,   19,    5,   23,10188,10234,    1,10166,   17,    3,    2,   34,   21,    8,   97,  100,    9,   95,   16,    1
  260,20170102,  306,   19,   22,   30,    8,   10,   16,   90,   17,   30,   -3,    7,   68,   13,  -25,   12,   43,   55,  320,   10,    5,    2,   17,10233,10255,   23,10196,    1,   25,    1,   77,   13,    5,   87,   98,    1,   68,   13,    4
  260,20170103,  256,   42,   43,   60,   18,   20,    1,  120,   21,   50,   15,    1,   71,   24,    1,    6,    5,    6,  117,    6,    7,    6,    4,10217,10254,    2,10163,   24,   61,    4,   75,   12,    7,   85,   93,    1,   77,   13,    1
  260,20170104,  314,   45,   47,   60,    2,   20,   22,  160,    9,   58,   26,   24,   73,    2,    5,   24,   33,   42,  274,   11,   18,   13,   15,10172,10234,   24,10143,    4,   57,    2,   75,   10,    6,   75,   93,    3,   59,   14,    4
  260,20170105,   33,   18,   23,   40,   13,   10,   20,   70,    5,    0,  -59,   23,   33,    5,  -83,   24,   58,   73,  378,    0,   -1,   -1,    2,10330,10404,   24,10238,    1,   65,    7,   82,   13,    3,   81,   96,    8,   58,   13,    4
  260,20170106,  170,   25,   27,   40,   14,   10,    1,   70,   22,  -30,  -65,    7,   -3,   14,  -90,   12,   62,   78,  392,    0,    0,    0,    1,10390,10415,    9,10352,   24,   65,    1,   76,   13,    8,   77,   93,    1,   63,   14,    4
  260,20170107,  206,   28,   32,   50,    3,   10,   19,   90,    4,   -2,  -21,    2,   34,   24,  -20,    6,    0,    0,   61,   94,   52,   11,    8,10307,10347,    1,10294,   15,    1,   19,   56,    8,    8,   97,  100,   21,   90,    1,    1
  260,20170108,  324,    9,   14,   20,    1,   10,    2,   40,    1,   43,   28,    9,   61,   17,   13,    6,    0,    0,  121,    0,    0,    0,    1,10310,10320,   17,10295,    1,    2,    9,   70,   17,    8,   97,  100,    8,   89,   17,    1
  260,20170109,  186,   38,   39,   60,   19,   20,    1,  110,   23,   48,   33,    1,   59,   23,   29,    6,    0,    0,   62,   41,   48,   20,   24,10198,10295,    1,10071,   24,    2,    6,   58,    1,    8,   97,  100,    6,   94,   19,    1
  260,20170110,  219,   27,   29,   50,    1,   10,    3,  100,    1,   53,   29,    7,   66,   15,    8,   12,   10,   12,  192,   48,   38,    9,    2,10087,10112,   22,10061,    4,   47,    2,   70,   12,    7,   94,   97,    2,   88,   12,    2
  260,20170111,  261,   53,   63,   80,    9,   40,    1,  170,   19,   72,   57,    1,  104,   12,   53,    6,   28,   35,  254,   16,    5,    2,   12,10060,10100,    1,10023,   11,   46,    8,   71,   14,    7,   77,   95,    1,   62,   24,    3
  260,20170112,  234,   31,   47,   60,   12,   30,   18,  140,    1,   52,    2,   24,   74,   12,    2,   24,   14,   17,  222,   80,  143,   33,   21,10012,10097,    3, 9843,   23,    9,   23,   70,    2,    8,   80,   98,   23,   66,    1,    3
  260,20170113,  293,   40,   49,   70,   20,   20,   18,  140,    6,   31,    2,    1,   56,   22,    2,    6,   32,   39,  332,   54,   96,   28,    2, 9989,10068,   24, 9859,    1,    9,    1,   81,   13,    7,   81,   98,    1,   59,   13,    4
  260,20170114,  297,   29,   33,   50,    1,   20,    8,  170,    3,   18,    1,   24,   48,    1,  -11,   24,   23,   28,  194,   36,   51,   14,   12,10129,10175,   24,10073,    1,   49,   10,   75,   16,    6,   87,   96,   23,   64,    1,    2
  260,20170115,  273,   15,   16,   20,    1,   10,   12,   40,    1,    7,  -18,    5,   48,   15,  -38,   24,   33,   40,  292,    0,    0,    0,    1,10209,10239,   24,10177,    1,   50,   20,   75,   13,    7,   91,   98,   19,   75,   14,    3
  260,20170116,   61,   14,   18,   30,   13,   10,    3,   50,   10,  -16,  -44,   24,   12,    1,  -43,   24,   18,   22,  275,    0,   -1,   -1,   23,10290,10348,   24,10240,    1,    4,    7,   62,    1,    7,   95,   99,    6,   86,   18,    3
  260,20170117,  114,   15,   18,   30,   10,    0,   15,   50,   10,  -34,  -50,    3,   13,   15,  -74,   24,   36,   43,  362,    0,    0,    0,    1,10382,10402,   23,10347,    1,    3,   21,   58,   14,    7,   90,   99,   21,   69,   15,    3
  260,20170118,  103,   11,   13,   20,    1,   10,    4,   40,   11,  -38,  -53,    4,  -19,   14,  -66,   24,   18,   22,  214,    0,   -1,   -1,    4,10399,10412,   10,10389,   24,    6,    2,   33,   13,    7,   95,   98,    2,   92,   19,    2
  260,20170119,   51,   12,   13,   20,   15,    0,    3,   30,   13,  -20,  -56,    8,   35,   14,  -75,   12,   67,   80,  570,    0,    0,    0,    1,10381,10391,    9,10369,   24,   28,    5,   68,   13,    3,   86,   96,    7,   59,   14,    6
  260,20170120,   58,   20,   20,   30,   12,   10,    1,   50,   12,   -3,  -52,    5,   51,   13,  -74,    6,   71,   84,  456,    0,    0,    0,    1,10353,10366,    1,10335,   24,   56,    2,   83,   19,    4,   71,   95,    2,   40,   12,    5
  260,20170121,   84,   22,   23,   40,   10,   10,    1,   60,    9,   -2,  -52,   24,   50,   14,  -84,   24,   75,   88,  503,    0,    0,    0,    1,10300,10329,    1,10280,   16,   39,   24,   79,   16,    3,   87,   97,    4,   62,   15,    5
  260,20170122,    7,    2,   11,   20,   15,    0,   17,   50,   20,  -17,  -74,    7,   37,   14, -106,   12,   75,   88,  637,    0,    0,    0,    1,10274,10281,   10,10267,   14,   33,    2,   62,   13,    4,   87,   96,    3,   63,   13,    6
  260,20170123,  196,   16,   20,   30,   12,    0,    4,   60,   16,   16,   -3,    5,   31,   12,   -9,    6,    2,    2,  180,    0,   -1,   -1,   16,10270,10282,   10,10261,   23,    1,   24,   56,   11,    8,   91,  100,   24,   82,   12,    2
  260,20170124,  155,   19,   20,   30,   15,   10,    5,   50,   20,    8,    0,   19,   21,   14,    1,   24,    0,    0,  152,    4,    3,    3,    3,10288,10315,   23,10259,    3,    1,    6,   31,   23,    8,   99,  100,    1,   96,   23,    2
  260,20170125,  124,   22,   24,   40,   12,    0,    7,   60,   11,  -11,  -43,   23,    6,   11,  -67,   24,    0,    0,  162,    0,    0,    0,    1,10304,10319,    9,10287,   24,   22,    1,   57,   11,    6,   86,   97,    1,   80,   12,    2
  260,20170126,  123,   29,   31,   40,   10,   20,   19,   80,   12,  -28,  -53,    4,    6,   15,  -82,   24,   65,   74,  480,    0,    0,    0,    1,10241,10281,    1,10196,   24,   57,    1,   64,   15,    0,   82,   90,   23,   72,   15,    5
  260,20170127,  144,   34,   35,   50,    9,   10,    2,   90,    9,    8,  -70,    3,   51,   14,  -96,    6,   57,   65,  429,    0,    0,    0,    1,10168,10189,    1,10160,    8,   56,    2,   69,   24,    5,   75,   95,    3,   66,   24,    5
  260,20170128,  164,   34,   36,   50,    3,   20,   17,   80,    9,   54,   20,    5,   81,   15,   10,    6,   16,   18,  329,    0,   -1,   -1,   19,10153,10166,   24,10143,   14,   62,   22,   77,   10,    8,   72,   89,   20,   59,    9,    4
  260,20170129,  190,   36,   38,   50,   10,   20,   18,  100,   10,   47,   31,   19,   65,   14,   14,   18,    5,    6,  198,   42,   36,   16,    5,10165,10171,   10,10136,   24,   56,    5,   70,   16,    8,   90,   95,    6,   83,   16,    2
  260,20170130,  262,    6,   37,   50,    1,   20,   20,  100,    2,   49,   28,   19,   72,    9,   27,   24,    0,    0,  109,   80,   65,   21,    5,10107,10150,   24,10075,    7,   20,    8,   70,   24,    8,   93,   98,    6,   85,   24,    1
  260,20170131,   87,   13,   23,   40,   21,   10,    7,   90,   23,   37,   26,   24,   61,   13,   18,   24,    8,    9,  267,    0,    0,    0,    1,10168,10180,   19,10151,    1,   56,   24,   72,   13,    8,   84,   89,    8,   78,   13,    3
  260,20170201,  144,   48,   48,   60,   16,   30,    3,  100,   11,   34,    5,    3,   54,   23,   -8,    6,    0,    0,  216,   30,   12,    4,   20,10130,10173,    1,10090,   24,   43,   23,   73,   17,    8,   87,   95,   23,   76,   14,    3
  260,20170202,  152,   44,   44,   60,   14,   30,    2,  110,   15,   86,   52,    4,  125,   14,   42,    6,   31,   34,  482,   18,   10,    7,   24,10049,10086,    1,10020,   23,   47,    4,   75,   14,    8,   87,   97,    4,   74,   14,    7
  260,20170203,  162,   31,   33,   50,   22,   20,    6,   80,   21,   86,   63,   23,  119,   14,   45,   18,   15,   16,  345,    3,    1,    1,    1,10013,10034,   10, 9973,   24,   61,    1,   75,   14,    7,   83,   94,    6,   72,   13,    5
  260,20170204,  138,   12,   26,   40,    2,   10,   20,   90,    4,   57,   26,    8,   74,   13,   13,   12,    2,    2,  262,   89,   83,   13,   17, 9992,10005,   24, 9976,    1,   18,   22,   75,   13,    7,   91,   98,   21,   77,   13,    3
  260,20170205,   28,    4,   21,   30,    1,   10,    5,   60,    2,   44,  -11,   24,   77,   14,  -32,   24,   41,   44,  492,    0,   -1,   -1,    1,10040,10116,   24,10007,    1,    2,    6,   63,   14,    8,   92,  100,    6,   78,   14,    6
  260,20170206,   64,   12,   18,   30,   19,    0,   14,   60,   23,   43,  -10,    1,   66,   14,  -32,    6,    0,    0,  205,    0,    0,    0,    1,10178,10199,   18,10122,    1,   31,    5,   62,   12,    8,   91,   98,    4,   82,   13,    3
  260,20170207,   88,   41,   42,   50,    5,   40,    1,   80,    5,   24,    9,   24,   39,    1,    9,   24,    0,    0,  123,  104,   25,    4,   17,10173,10193,   24,10161,   13,   21,   12,   57,    4,    8,   93,   97,   16,   88,    1,    1
  260,20170208,   55,   37,   38,   40,    1,   30,    8,   80,    1,    0,  -11,   24,    9,    1,  -11,   24,    0,    0,   87,    7,    2,    1,   15,10249,10292,   23,10196,    1,   21,   15,   56,   24,    8,   92,   96,    1,   85,   24,    1
  260,20170209,   66,   39,   40,   50,   13,   30,    3,   80,   13,  -16,  -30,   24,  -10,   14,  -36,   24,    0,    0,  142,    0,   -1,   -1,    4,10281,10296,    7,10257,   24,   38,    5,   56,    1,    8,   83,   89,    5,   80,   20,    1
  260,20170210,   57,   34,   34,   50,    9,   20,   21,   80,    9,  -23,  -45,    5,  -13,   14,  -50,    6,    0,    0,  149,   14,    2,    1,   20,10234,10254,    1,10222,   22,   20,   20,   56,    3,    8,   85,   91,   20,   81,    9,    1
  260,20170211,   55,   33,   33,   50,   23,   20,    1,   70,    7,   -4,  -17,    1,   10,   15,  -18,    6,    0,    0,  203,   71,   45,   11,   24,10215,10223,    8,10207,   14,    6,   23,   40,   14,    8,   90,   97,   20,   84,   15,    2
  260,20170212,   79,   50,   50,   60,   12,   40,    2,  100,   15,    7,   -6,    1,   25,   15,  -12,   24,   45,   46,  538,    7,    3,    2,    1,10261,10296,   23,10216,    1,   25,    1,   56,   11,    5,   87,   95,    1,   81,   14,    6
  260,20170213,   86,   54,   55,   70,   15,   40,    1,  110,   15,   22,  -14,    7,   71,   16,  -22,   12,   87,   89,  820,    0,    0,    0,    1,10287,10299,    1,10274,   16,   40,    3,   62,   15,    0,   76,   89,    4,   63,   14,    9
  260,20170214,  117,   34,   38,   70,    1,   20,   19,  110,    1,   38,   -5,    7,   94,   15,  -21,   24,   87,   88,  826,    0,    0,    0,    1,10292,10312,   24,10271,    4,   58,    5,   64,   13,    0,   68,   78,   20,   53,   15,   10
  260,20170215,  173,   24,   28,   40,   13,   20,    1,   80,   24,   74,    3,    6,  135,   16,  -26,    6,   75,   76,  756,    0,   -1,   -1,   21,10311,10327,    9,10301,   16,   59,    5,   70,   24,    2,   74,   87,   23,   60,   12,   10
  260,20170216,  235,   35,   36,   40,    1,   20,   21,   90,   16,   68,   55,    7,   99,   16,   45,    6,    7,    7,  277,    2,    5,    5,   23,10286,10306,    2,10257,   24,   11,    8,   70,    1,    7,   91,   98,    7,   83,   14,    4
  260,20170217,  281,   26,   29,   40,    2,   10,   20,   90,   11,   70,   52,    2,   86,   14,   47,    6,    2,    2,  297,   12,    6,    4,    6,10259,10281,   24,10240,    6,   23,   24,   65,   14,    8,   91,   98,   23,   85,   14,    4
  260,20170218,  200,   20,   22,   40,   16,   10,    1,   70,   22,   56,   32,    7,  103,   15,    1,   24,   49,   48,  657,    0,    0,    0,    1,10262,10280,    1,10238,   23,    2,    7,   65,   22,    6,   88,  100,    3,   67,   15,    8
  260,20170219,  238,   31,   34,   50,    8,   20,   18,   90,    8,   62,   32,    4,   92,   15,   23,    6,    4,    4,  225,    8,    6,    3,   10,10208,10231,    1,10197,   14,   20,   10,   64,   16,    7,   89,   96,   10,   81,   15,    3
  260,20170220,  239,   45,   48,   60,   11,   30,   23,  110,   13,   91,   72,    2,  109,   22,   69,    6,    0,    0,  156,   57,   53,   28,   21,10154,10194,    1,10133,   18,   23,    4,   70,   22,    8,   95,   98,   11,   85,   24,    2
  260,20170221,  257,   39,   44,   70,   22,   30,    7,  150,   24,   96,   86,    6,  111,   15,   78,   18,   54,   52,  720,   13,    3,    2,   22,10134,10159,   11,10083,   24,   50,   20,   80,   15,    8,   81,   95,   21,   61,   15,   10
  260,20170222,  247,   62,   63,   80,    1,   30,   24,  160,    5,   95,   78,   15,  108,   11,   79,   18,    0,    0,  111,  128,  175,   58,   15,10053,10076,    1,10041,   14,   50,   15,   65,    2,    8,   91,   97,   15,   85,   10,    2
  260,20170223,  247,   74,   83,  130,   17,   20,    2,  250,   17,   80,   42,   24,  105,   14,   40,   24,    2,    2,  163,  153,  145,   23,    4, 9938,10039,    1, 9863,   16,   34,    8,   76,   18,    8,   85,   97,    3,   62,   18,    2
  260,20170224,  286,   28,   32,   50,    1,   20,    9,  140,    1,   45,   -6,   23,   87,   14,  -33,   24,   68,   65,  825,    5,    6,    5,    2,10133,10201,   24,10017,    1,   56,    2,   81,   12,    4,   78,   98,   23,   55,   15,   10
  260,20170225,  208,   53,   53,   70,   11,   20,    1,  140,   19,   58,   18,    1,   89,   20,    2,    6,    5,    5,  336,   21,    7,    4,   23,10159,10200,    1,10116,   24,   58,    1,   80,   13,    8,   77,   97,    1,   65,   15,    4
  260,20170226,  209,   53,   53,   60,    2,   50,    1,  110,    8,   87,   67,    7,  106,   22,   66,    6,    0,    0,  173,   28,   21,   11,    5,10086,10111,    1,10055,   24,   38,    6,   75,   22,    8,   86,   94,   11,   79,   22,    2
  260,20170227,  200,   60,   62,   80,   20,   40,   15,  150,   10,   87,   43,   24,  106,   12,   39,   24,    3,    3,  199,   41,  138,   55,   15, 9947,10050,    1, 9873,   23,   50,   15,   80,    8,    8,   78,   95,   14,   69,    8,    3
  260,20170228,  223,   61,   63,   90,    8,   40,   15,  180,    8,   47,   32,    5,   65,   13,   24,   24,   21,   19,  461,   35,   28,   11,    8, 9893, 9938,   24, 9864,    6,   59,    7,   75,    1,    7,   81,   92,    5,   73,   12,    6
  260,20170301,  228,   31,   37,   60,   14,   20,   18,  110,   11,   63,   32,    1,   94,   14,   29,    6,   38,   35,  641,   58,   35,   13,   20, 9976,10005,   12, 9933,    3,   36,   23,   83,   14,    8,   85,   98,   23,   61,   14,    8
  260,20170302,  253,   59,   62,   90,    4,   40,    1,  210,    3,   66,   42,    7,   82,   17,   34,   24,   11,   10,  323,   50,   84,   43,    3,10064,10138,   22, 9964,    2,   41,    2,   80,   16,    7,   77,   96,    2,   64,    5,    4
  260,20170303,  149,   36,   39,   60,   11,   20,    3,   90,   11,   59,   12,    7,   88,   19,   -6,   12,   14,   13,  433,   15,   11,    6,   14,10039,10134,    1, 9950,   24,   62,   14,   80,   18,    8,   79,   91,    3,   67,   19,    6
  260,20170304,  179,   25,   32,   50,   12,   10,   18,   90,   12,   92,   62,   24,  132,   15,   57,    6,    6,    5,  494,   37,   61,   21,   22, 9924, 9945,   24, 9906,   13,   34,   20,   75,    6,    8,   82,   97,   20,   70,   12,    7
  260,20170305,  190,   51,   54,   70,   11,   30,   20,  140,   12,   69,   38,   24,  106,   13,   26,   24,   42,   38,  741,   40,   38,   14,   17, 9958, 9975,    7, 9943,   16,   61,   24,   80,   12,    7,   83,   95,   24,   57,   12,   10
  260,20170306,  300,    4,   21,   30,    1,   10,    6,   80,   18,   60,   32,    3,   95,   16,   16,    6,   43,   38,  731,   22,   23,   16,   19,10012,10086,   24, 9970,    1,   49,    8,   80,   14,    7,   88,   97,    7,   61,   16,   10
  260,20170307,  281,   23,   25,   40,   12,   10,    6,   80,   14,   67,   45,   24,   94,   14,   28,   24,   16,   14,  493,    1,    1,    1,   13,10149,10194,   21,10092,    1,   41,    7,   75,   14,    8,   86,   97,    3,   70,   14,    7
  260,20170308,  204,   26,   38,   70,   10,   20,    2,  120,   10,   59,    8,   24,  106,   16,  -13,   24,    2,    2,  151,   86,  137,   24,    8,10137,10184,    1,10096,   13,    4,   24,   65,   17,    7,   94,   99,   24,   86,    6,    2
  260,20170309,  284,   27,   40,   80,   14,   10,    5,  150,   13,   77,    7,    1,  128,   14,  -19,    6,   45,   40,  681,     ,     ,     ,     ,10193,10268,   24,10156,   10,    1,    3,   82,   15,    6,   86,  100,    1,   58,   15,    9
